RIPARTIZIONE;COD_NUTS2_2010;COD_NUTS3_2010;COD_REG;COD_PRO;COD_ISTAT;PRO_COM;PRO_COM_103;PRO_COM_107;CODICE_CATASTALE;NOME;COD_SLL_2011;NOME_SLL_2011;CAPOL_SLL_2011;SUPERFICIE (in KMQ);POP_2001;POP_2011;SEZ2011;INDIRIZZO;X_ED50_32N;Y_ED50_32N;X_WGS84_32N;Y_WGS84_32N;ALTITUDINE_MINIMA;ALTITUDINE_MASSIMA
Centro;ITI3;ITI32;11;42;11042035;42035;42035;42035;F401;Ostra;1112;SENIGALLIA;0;47,2525;6028;6743;420350000001;Piazza dei Martiri,5;835656,66583196;4837460,03805446;835570,8564;4837263,0127;23;222
Centro;ITI3;ITI32;11;42;11042036;42036;42036;42036;F581;Ostra Vetere;1112;SENIGALLIA;0;30,0169;3536;3471;420360000001;Piazza Don Minzoni;827552,192117351;4836060,09204051;827466,4455;4835863,0849;60;232
Centro;ITI3;ITI32;11;42;11042037;42037;42037;42037;G771;Poggio San Marcello;1110;JESI;0;13,3631;737;731;420370000001;Piazza del Comune,3;829643,841325674;4825906,15487763;829558,0692;4825709,2267;122;461
Centro;ITI3;ITI32;11;42;11042038;42038;42038;42038;G803;Polverigi;1108;ANCONA;0;24,9836;3015;4327;420380000007;Piazza Umberto I,15;855196,288952202;4828724,84481548;855110,3169;4828527,8707;42;267
Centro;ITI3;ITI32;11;42;11042039;42039;42039;42039;H322;Ripe;1112;SENIGALLIA;0;15,1982;3575;4401;420390000001;Via Castello,1;831127,403579311;4843820,28018256;831041,6356;4843623,2085;24;200
Centro;ITI3;ITI32;11;42;11042040;42040;42040;42040;H575;Rosora;1110;JESI;0;9,4063;1748;1988;420400000001;Via XX Settembre,11;829165,475989947;4822671,50707976;829079,7048;4822474,6051;123;435
Centro;ITI3;ITI32;11;42;11042041;42041;42041;42041;H979;San Marcello;1110;JESI;0;25,7782;1931;2069;420410000001;Via Giacomo Matteotti,20;839718,423780921;4833662,42134081;839632,5788;4833465,4224;47;234
Centro;ITI3;ITI32;11;42;11042042;42042;42042;42042;I071;San Paolo di Jesi;1110;JESI;0;10,1119;841;902;420420000001;Piazzale Domenico Ricci,1;837762,728766154;4819993,97137487;837676,8869;4819797,083;108;331
Centro;ITI3;ITI32;11;42;11042043;42043;42043;42043;I251;Santa Maria Nuova;1110;JESI;0;18,2872;3914;4199;420430000001;Piazza Giuseppe Mazzini,1;848609,035376221;4825120,53020203;848523,1121;4824923,591;63;276
Centro;ITI3;ITI32;11;42;11042044;42044;42044;42044;I461;Sassoferrato;1109;FABRIANO;0;137,2341;7419;7532;420440000010;Piazza Giacomo Matteotti,1;812378,269789707;4816666,19600983;812292,6269;4816469,3563;249;1284
Centro;ITI3;ITI32;11;42;11042045;42045;42045;42045;I608;Senigallia;1112;SENIGALLIA;1;117,7695;41550;44361;420450000001;Piazza Roma,8;839872,138451107;4849048,24219156;839786,3063;4848851,1213;0;200
Centro;ITI3;ITI32;11;42;11042046;42046;42046;42046;I643;Serra de' Conti;1103;PERGOLA;0;24,5434;3464;3722;420460000001;Via Guglielmo Marconi,6;826301,309497766;4829192,4836666;826215,5668;4828995,5323;78;370
Centro;ITI3;ITI32;11;42;11042047;42047;42047;42047;I653;Serra San Quirico;1110;JESI;0;49,3338;3016;2967;420470000001;Via Martiri della Libertà,1;824957,55698202;4818550,67704559;824871,8156;4818353,8115;143;878
Centro;ITI3;ITI32;11;42;11042048;42048;42048;42048;I758;Sirolo;1116;RECANATI;0;16,6771;3313;3856;420480000004;Piazza Giovanni Da Sirolo,1;873127,598511749;4829788,44347948;873041,4854;4829591,4434;0;552
Centro;ITI3;ITI32;11;42;11042049;42049;42049;42049;I932;Staffolo;1110;JESI;0;27,4968;2217;2290;420490000001;Via XX Settembre,14;838917,555260252;4817599,9626456;838831,702;4817403,0923;121;539
Centro;ITI3;ITI33;11;43;11043001;43001;43001;43001;A031;Acquacanina;1115;MATELICA;0;26,8113;139;122;430010000001;Via Giacomo Leopardi,29;840203,028956775;4772788,85116224;840117,1242;4772592,3401;644;2043
Centro;ITI3;ITI33;11;43;11043002;43002;43002;43002;A329;Apiro;1110;JESI;0;53,78;2431;2421;430020000001;Piazza Baldini,1;834663,476210781;4812890,18710888;834577,6525;4812693,3582;207;1475
Centro;ITI3;ITI33;11;43;11043003;43003;43003;43003;A334;Appignano;1114;MACERATA;0;22,6725;3904;4212;430030000001;Via Gioachino Rossini,14;852261,553367514;4810622,92494586;852175,5873;4810426,0979;96;269
Centro;ITI3;ITI33;11;43;11043004;43004;43004;43004;A739;Belforte del Chienti;1117;TOLENTINO;0;16,0548;1634;1860;430040000001;Piazza Umberto I,13;844594,869542657;4787975,72555202;844508,9434;4787779,0877;219;510
Centro;ITI3;ITI33;11;43;11043005;43005;43005;43005;A947;Bolognola;1115;MATELICA;0;25,8651;155;161;430050000005;Via L. Maurizi,21;844663,508176878;4769049,55066279;844577,5638;4768853,0658;750;2095
Centro;ITI3;ITI33;11;43;11043006;43006;43006;43006;B398;Caldarola;1117;TOLENTINO;0;29,2222;1706;1839;430060000001;Piazza Vittorio Emanuele II,13;843808,368729338;4785062,92892696;843722,4462;4784866,3152;270;1148
Centro;ITI3;ITI33;11;43;11043007;43007;43007;43007;B474;Camerino;1115;MATELICA;0;129,8842;6858;6902;430070000004;Corso Vittorio Emanuele II,17;830923,979245097;4784080,11609779;830838,1595;4783883,5221;297;1338
Centro;ITI3;ITI33;11;43;11043008;43008;43008;43008;B562;Camporotondo di Fiastrone;1117;TOLENTINO;0;8,8059;583;589;430080000001;Piazza San Marco,1;847039,134922748;4784485,41870098;846953,1859;4784288,8066;271;545
Centro;ITI3;ITI33;11;43;11043009;43009;43009;43009;C251;Castelraimondo;1115;MATELICA;0;44,847;4544;4741;430090000003;Piazza della Repubblica,12;829711,147269632;4792330,82145928;829625,3447;4792134,1621;268;1225
Centro;ITI3;ITI33;11;43;11043010;43010;43010;43010;C267;Castelsantangelo sul Nera;1118;VISSO;0;70,6698;370;310;430100000011;Piazza Santo Spirito,1;839197,168056137;4757665,89698043;839111,2574;4757469,5097;695;2250
Centro;ITI3;ITI33;11;43;11043011;43011;43011;43011;C582;Cessapalombo;1117;TOLENTINO;0;27,5807;585;546;430110000001;Via Giuseppe Mazzini,3;846588,544550521;4781935,09705752;846502,5968;4781738,5061;304;1232
Centro;ITI3;ITI33;11;43;11043012;43012;43012;43012;C704;Cingoli;1110;JESI;0;148,1993;10118;10509;430120000002;Piazza Vittorio Emanuele II,1;841687,699639208;4811216,51495532;841601,8184;4811019,6931;95;786
Centro;ITI3;ITI33;11;43;11043013;43013;43013;43013;C770;Civitanova Marche;1113;CIVITANOVA MARCHE;1;46,0665;38299;40217;430130000002;Piazza XX Settembre,22;883564,057260478;4805934,35078366;883477,8369;4805737,5303;0;216
Centro;ITI3;ITI33;11;43;11043014;43014;43014;43014;C886;Colmurano;1114;MACERATA;0;11,1988;1221;1278;430140000007;Piazza Umberto I,7;854270,933332097;4788430,46055061;854184,9299;4788233,8099;197;428
Centro;ITI3;ITI33;11;43;11043015;43015;43015;43015;D042;Corridonia;1114;MACERATA;0;61,9653;13696;15322;430150000002;Piazza Filippo Corridoni,8;866137,334429263;4798451,69849594;866051,2457;4798254,9556;54;261
Centro;ITI3;ITI33;11;43;11043016;43016;43016;43016;D429;Esanatoglia;1115;MATELICA;0;47,9098;2099;2147;430160000001;Piazza Giacomo Leopardi,1;820432,474761822;4796501,02336144;820346,7503;4796304,3385;295;1231
Centro;ITI3;ITI33;11;43;11043017;43017;43017;43017;D564;Fiastra;1115;MATELICA;0;57,6699;613;578;430170000001;Via Roma,1;838659,28686717;4773371,5882782;838573,3951;4773175,0739;370;1588
Centro;ITI3;ITI33;11;43;11043018;43018;43018;43018;D609;Fiordimonte;1115;MATELICA;0;21,3985;239;207;430180000002;Via Roma,21;833232,753418269;4773228,52521482;833146,9053;4773032,0169;450;1525
Centro;ITI3;ITI33;11;43;11043019;43019;43019;43019;D628;Fiuminata;1115;MATELICA;0;76,2179;1604;1497;430190000001;Via Roma,30;819584,724142814;4789469,04325813;819499,0003;4789272,4158;443;1573
Centro;ITI3;ITI33;11;43;11043020;43020;43020;43020;D853;Gagliole;1115;MATELICA;0;24,0505;670;655;430200000001;Piazza Giacomo Matteotti,1;830395,344516071;4795643,92134042;830309,5394;4795447,2346;268;996
Centro;ITI3;ITI33;11;43;11043021;43021;43021;43021;E228;Gualdo;1117;TOLENTINO;0;22,2238;920;868;430210000008;Viale Vittorio Veneto,4;853301,278239208;4777631,24202427;853215,2722;4777434,6794;269;665
Centro;ITI3;ITI33;11;43;11043022;43022;43022;43022;E694;Loro Piceno;1114;MACERATA;0;32,5788;2485;2481;430220000001;Piazza Giacomo Matteotti,1;859094,508437236;4788932,08873791;859008,4668;4788735,4293;122;415
Centro;ITI3;ITI33;11;43;11043023;43023;43023;43023;E783;Macerata;1114;MACERATA;1;92,5253;40875;42019;430230000001;Piazza della Libertà,3;861298,256809734;4803990,33842682;861212,2122;4803793,5558;51;309
Centro;ITI3;ITI33;11;43;11043024;43024;43024;43024;F051;Matelica;1115;MATELICA;1;81,1013;10155;10178;430240000002;Piazza Enrico Mattei,1;825548,113644085;4797318,96424258;825462,3489;4797122,2683;284;1460
Centro;ITI3;ITI33;11;43;11043025;43025;43025;43025;F268;Mogliano;1114;MACERATA;0;29,2586;4831;4773;430250000001;Via Roma,54;864230,80735305;4791422,23940825;864144,727;4791225,5549;73;295
Centro;ITI3;ITI33;11;43;11043026;43026;43026;43026;F454;Montecassiano;1114;MACERATA;0;33,3574;6577;7185;430260000001;Via Giuseppe Verdi,2;859532,629388107;4810971,10861712;859446,6057;4810774,2718;48;272
Centro;ITI3;ITI33;11;43;11043027;43027;43027;43027;F460;Monte Cavallo;1118;VISSO;0;38,5085;171;149;430270000001;Via Roma,19;826266,424171549;4768069,49053528;826180,6278;4767873,0303;518;1478
Centro;ITI3;ITI33;11;43;11043028;43028;43028;43028;F482;Montecosaro;1113;CIVITANOVA MARCHE;0;21,8783;5198;6918;430280000001;Via Antonio Gatti,3;875975,294655591;4806640,65925924;875889,1356;4806443,8409;29;260
Centro;ITI3;ITI33;11;43;11043029;43029;43029;43029;F496;Montefano;1116;RECANATI;0;33,9417;3228;3555;430290000003;Piazza Silvano Bracaccini,1;859556,366296922;4816337,53508665;859470,3476;4816140,6554;48;245
Centro;ITI3;ITI33;11;43;11043030;43030;43030;43030;F552;Montelupone;1116;RECANATI;0;32,672;3221;3658;430300000001;Piazza del Comune,1;870282,069846539;4809394,42065272;870195,9588;4809197,586;5;271
Centro;ITI3;ITI33;11;43;11043031;43031;43031;43031;F621;Monte San Giusto;1124;MONTEGRANARO;0;20,0373;7324;8071;430310000001;Traversa di Via Bonafede,30;873146,554329776;4797478,12081227;873060,4085;4797281,3787;47;237
Centro;ITI3;ITI33;11;43;11043032;43032;43032;43032;F622;Monte San Martino;1123;MONTEGIORGIO;0;18,4672;820;792;430320000001;Piazza XX Settembre;861774,151767182;4774044,74868026;861688,074;4773848,2069;221;633
Centro;ITI3;ITI33;11;43;11043033;43033;43033;43033;F749;Morrovalle;1113;CIVITANOVA MARCHE;0;42,581;9226;10287;430330000001;Piazza Vittorio Emanuele II,1;871509,353570238;4806153,31288347;871423,2296;4805956,5029;41;285
Centro;ITI3;ITI33;11;43;11043034;43034;43034;43034;F793;Muccia;1115;MATELICA;0;25,9089;907;929;430340000001;Piazza Achille Barilatti,4;829289,238140338;4778070,36341597;829203,4262;4777873,8195;415;1300
Centro;ITI3;ITI33;11;43;11043035;43035;43035;43035;G436;Penna San Giovanni;1123;MONTEGIORGIO;0;28,084;1302;1154;430350000001;Piazza del Municipio,2;860351,826753835;4776798,9114176;860265,7632;4776602,3487;174;662
Centro;ITI3;ITI33;11;43;11043036;43036;43036;43036;G515;Petriolo;1114;MACERATA;0;15,6461;2049;1977;430360000001;Piazza San Martino,1;862787,829067022;4795246,28169168;862701,764;4795049,5678;93;281
Centro;ITI3;ITI33;11;43;11043037;43037;43037;43037;G637;Pievebovigliana;1115;MATELICA;0;27,215;879;844;430370000001;Piazza Vittorio Veneto,90;832687,207800166;4776022,85382669;832601,3666;4775826,3234;369;1231
Centro;ITI3;ITI33;11;43;11043038;43038;43038;43038;G657;Pieve Torina;1118;VISSO;0;74,7991;1379;1483;430380000002;Via Roma,126;830007,851926926;4773900,55668274;829922,0304;4773704,0459;444;1477
Centro;ITI3;ITI33;11;43;11043039;43039;43039;43039;G690;Pioraco;1115;MATELICA;0;19,4525;1231;1250;430390000003;Largo Giacomo Leopardi,1;823957,454744863;4788578,32479619;823871,695;4788381,7007;322;1200
Centro;ITI3;ITI33;11;43;11043040;43040;43040;43040;D566;Poggio San Vicino;1110;JESI;0;13,031;303;297;430400000001;Via del Comune,2;830533,996326127;4810708,81836057;830448,2036;4810512,0107;297;1176
Centro;ITI3;ITI33;11;43;11043041;43041;43041;43041;F567;Pollenza;1114;MACERATA;0;39,5503;5823;6583;430410000001;Piazza della Libertà,26;852929,830407391;4799938,07552879;852843,8488;4799741,3335;114;347
Centro;ITI3;ITI33;11;43;11043042;43042;43042;43042;G919;Porto Recanati;1116;RECANATI;0;17,2492;9414;11495;430420000010;Corso Giacomo Matteotti,230;877676,07046295;4819325,23368122;877589,9107;4819128,3122;0;129
Centro;ITI3;ITI33;11;43;11043043;43043;43043;43043;F632;Potenza Picena;1113;CIVITANOVA MARCHE;0;48,553;14524;15843;430430000001;Piazza Giacomo Matteotti,28;874454,777070948;4812061,55653265;874368,6356;4811864,6963;0;230
Centro;ITI3;ITI33;11;43;11043044;43044;43044;43044;H211;Recanati;1116;RECANATI;1;103,4605;20050;21416;430440000001;Piazza Giacomo Leopardi,26;868438,858239552;4815916,73970749;868352,7684;4815719,8547;9;296
Centro;ITI3;ITI33;11;43;11043045;43045;43045;43045;H323;Ripe San Ginesio;1117;TOLENTINO;0;10,1695;758;860;430450000001;Piazza Vittorio Emanuele II,8;855269,087328528;4786163,40362501;855183,0737;4785966,7702;237;506
Centro;ITI3;ITI33;11;43;11043046;43046;43046;43046;H876;San Ginesio;1117;TOLENTINO;0;78,0208;3799;3644;430460000001;Via Capocastello,35;851340,794562068;4782057,27082852;851254,8087;4781860,6743;196;1294
Centro;ITI3;ITI33;11;43;11043047;43047;43047;43047;I156;San Severino Marche;1114;MACERATA;0;194,2578;12794;13018;430470000001;Piazza del Popolo,45;839308,041409087;4794903,25641818;839222,1642;4794706,5676;158;1250
Centro;ITI3;ITI33;11;43;11043048;43048;43048;43048;I286;Sant'Angelo in Pontano;1117;TOLENTINO;0;27,3841;1496;1483;430480000001;Via Roma,49;857800,416560722;4781422,34853688;857714,3781;4781225,7509;146;577
Centro;ITI3;ITI33;11;43;11043049;43049;43049;43049;I436;Sarnano;1117;TOLENTINO;0;63,1669;3375;3367;430490000003;Via Giacomo Leopardi,1;850479,993153726;4773935,14138981;850394,0065;4773738,6114;317;1914
Centro;ITI3;ITI33;11;43;11043050;43050;43050;43050;I569;Sefro;1115;MATELICA;0;42,5377;433;431;430500000001;Piazza Giorgio Bellanti,1;821235,322572817;4784827,2591595;821149,5815;4784630,6677;468;1387
Centro;ITI3;ITI33;11;43;11043051;43051;43051;43051;I651;Serrapetrona;1117;TOLENTINO;0;37,6474;894;1008;430510000001;Via Giacomo Leopardi,18;840593,053994425;4789184,29822611;840507,1612;4788987,6542;268;985
Centro;ITI3;ITI33;11;43;11043052;43052;43052;43052;I661;Serravalle di Chienti;1115;MATELICA;0;95,9943;1153;1085;430520000001;Corso Giacomo Leopardi;821850,499264356;4776574,36428865;821764,7461;4776377,839;493;1478
Centro;ITI3;ITI33;11;43;11043053;43053;43053;43053;L191;Tolentino;1117;TOLENTINO;1;95,1196;18649;20336;430530000008;Piazza della Libertà,3;848128,419909589;4793108,34487604;848042,4703;4792911,6623;129;514
Centro;ITI3;ITI33;11;43;11043054;43054;43054;43054;L366;Treia;1114;MACERATA;0;93,5371;9449;9745;430540000003;Piazza della Repubblica,1;849815,024700685;4804616,42940448;849729,0724;4804419,6528;104;700
Centro;ITI3;ITI33;11;43;11043055;43055;43055;43055;L501;Urbisaglia;1114;MACERATA;0;22,8637;2760;2712;430550000001;Corso Alessandro Giannelli,45;855711,000531459;4792200,36641822;855624,989216673;4792003,68393164;124;382
Centro;ITI3;ITI33;11;43;11043056;43056;43056;43056;L517;Ussita;1118;VISSO;0;55,2957;426;420;430560000001;Piazza XI Febbraio,5;837731,787013306;4763116,99698366;837645,8932;4762920,5667;669;2264
Centro;ITI3;ITI33;11;43;11043057;43057;43057;43057;M078;Visso;1118;VISSO;1;100,3987;1177;1180;430570000001;Largo Giovanni Battista Gaola Antinori,1;833711,78611235;4761436,43871053;833625,9234;4761240,0257;445;1811
Centro;ITI3;ITI34;11;44;11044001;44001;44001;44001;A044;Acquasanta Terme;1119;ASCOLI PICENO;0;138,3935;3346;3050;440010000001;Piazza XX Settembre,12;860852,023675046;4744809,15887465;860765,9245;4744612,8559;242;2053
Centro;ITI3;ITI34;11;44;11044002;44002;44002;44002;A047;Acquaviva Picena;1121;SAN BENEDETTO DEL TRONTO;0;21,0627;3409;3848;440020000030;Via San Rocco,9;892905,099794964;4766132,00888977;892818,7624;4765935,4993;44;341
Centro;ITI3;ITI34;11;44;11044005;44005;44005;44005;A335;Appignano del Tronto;1119;ASCOLI PICENO;0;23,1947;1977;1852;440050000001;Via Roma,98;881060,705922429;4760376,97786485;880974,4583;4760180,5275;91;486
Centro;ITI3;ITI34;11;44;11044006;44006;44006;44006;A437;Arquata del Tronto;1119;ASCOLI PICENO;0;92,2257;1481;1287;440060000020;Piazza Umberto I,20;851623,395308188;4744723,88901041;851537,3713;4744527,5957;498;2425
Centro;ITI3;ITI34;11;44;11044007;44007;44007;44007;A462;Ascoli Piceno;1119;ASCOLI PICENO;1;158,0219;51375;49958;440070000114;Piazza Arringo,1;874059,621704352;4754882,29399594;873973,4252;4754685,8955;22;1110
Centro;ITI3;ITI34;11;44;11044010;44010;44010;44010;B727;Carassai;1122;FERMO;0;22,2385;1263;1116;440100000001;Piazza Giacomo Matteotti,4;881679,868421394;4775237,13903455;881593,6312;4775040,5675;87;376
Centro;ITI3;ITI34;11;44;11044011;44011;44011;44011;C093;Castel di Lama;1119;ASCOLI PICENO;0;10,9779;7216;8470;440110000028;Via Carrafo,22;885074,932431775;4757239,15042854;884988,649;4757042,7213;58;234
Centro;ITI3;ITI34;11;44;11044012;44012;44012;44012;C321;Castignano;1119;ASCOLI PICENO;0;38,7958;3011;2947;440120000001;Via Margherita;877189,62537214;4764505,38024009;877103,4134;4764308,9003;163;730
Centro;ITI3;ITI34;11;44;11044013;44013;44013;44013;C331;Castorano;1119;ASCOLI PICENO;0;14,0836;2036;2322;440130000002;Via Padre Carlo Orazi,3;886094,226657179;4760574,62883132;886007,9385;4760378,1715;54;306
Centro;ITI3;ITI34;11;44;11044014;44014;44014;44014;C877;Colli del Tronto;1119;ASCOLI PICENO;0;5,9398;3152;3566;440140000002;Piazza Giuseppe Garibaldi,1;887898,970443609;4758411,79402959;887812,6653;4758215,3524;22;185
Centro;ITI3;ITI34;11;44;11044015;44015;44015;44015;C935;Comunanza;1120;COMUNANZA;1;54,3963;3100;3204;440150000004;Piazza IV Novembre;860130,361442329;4765761,49065914;860044,2887;4765565,0177;386;879
Centro;ITI3;ITI34;11;44;11044016;44016;44016;44016;D096;Cossignano;1121;SAN BENEDETTO DEL TRONTO;0;14,9509;1036;1015;440160000001;Piazza Umberto I,1;882318,677277696;4769924,65349059;882232,4295;4769728,1243;123;401
Centro;ITI3;ITI34;11;44;11044017;44017;44017;44017;D210;Cupra Marittima;1121;SAN BENEDETTO DEL TRONTO;0;17,3368;5017;5378;440170000001;Piazza Libertà,11;896008,622688449;4775266,56573425;895922,2701;4775069,9788;0;256
Centro;ITI3;ITI34;11;44;11044020;44020;44020;44020;D652;Folignano;1119;ASCOLI PICENO;0;14,8595;8844;9302;440200000001;Via Roma,17;878806,305824103;4751556,82427103;878720,0673;4751360,4481;120;454
Centro;ITI3;ITI34;11;44;11044021;44021;44021;44021;D691;Force;1120;COMUNANZA;0;34,3077;1602;1428;440210000001;Piazza Vittorio Emanuele,2;866390,631677539;4766697,49389055;866304,5093;4766501,0071;266;824
Centro;ITI3;ITI34;11;44;11044023;44023;44023;44023;E207;Grottammare;1121;SAN BENEDETTO DEL TRONTO;0;17,995;14278;15615;440230000005;Via Guglielmo Marconi,50;897004,972970228;4771242,6229687;896918,608;4771046,0676;0;287
Centro;ITI3;ITI34;11;44;11044027;44027;44027;44027;E868;Maltignano;1119;ASCOLI PICENO;0;8,1719;2357;2483;440270000002;Via Nuova,1;883204,66726954;4752980,70532585;883118,3946;4752784,3129;49;310
Centro;ITI3;ITI34;11;44;11044029;44029;44029;44029;F044;Massignano;1121;SAN BENEDETTO DEL TRONTO;0;16,3041;1589;1655;440290000001;Piazza Giuseppe Garibaldi,1;890792,646434766;4777837,792711;890706,3385;4777641,1906;0;296
Centro;ITI3;ITI34;11;44;11044031;44031;44031;44031;F380;Monsampolo del Tronto;1121;SAN BENEDETTO DEL TRONTO;0;15,434;3995;4563;440310000001;Corso Vittorio Emanuele III;891271,540599639;4760771,79012329;891185,2107;4760575,3258;16;198
Centro;ITI3;ITI34;11;44;11044032;44032;44032;44032;F415;Montalto delle Marche;1120;COMUNANZA;0;33,9406;2345;2260;440320000002;Piazza Umberto I,12;875711,738417796;4769917,23225299;875625,5439;4769720,71;128;580
Centro;ITI3;ITI34;11;44;11044034;44034;44034;44034;F487;Montedinove;1120;COMUNANZA;0;11,9335;567;505;440340000001;Via Roma,2;874168,302220836;4767980,60883222;874082,1182;4767784,1037;232;580
Centro;ITI3;ITI34;11;44;11044036;44036;44036;44036;F501;Montefiore dell'Aso;1121;SAN BENEDETTO DEL TRONTO;0;28,2079;2199;2180;440360000001;Piazza della Repubblica,2;887030,411585565;4777707,87172057;886944,1339;4777511,2746;40;409
Centro;ITI3;ITI34;11;44;11044038;44038;44038;44038;F516;Montegallo;1119;ASCOLI PICENO;0;48,4646;622;573;440380000001;Piazza Taliani,5;854189,239200623;4752601,12137888;854103,2019;4752404,7613;419;2475
Centro;ITI3;ITI34;11;44;11044044;44044;44044;44044;F570;Montemonaco;1120;COMUNANZA;0;67,8061;684;635;440440000001;Piazza Risorgimento,5;853368,645506929;4758940,12134206;853282,621;4758743,7103;610;2480
Centro;ITI3;ITI34;11;44;11044045;44045;44045;44045;F591;Monteprandone;1121;SAN BENEDETTO DEL TRONTO;0;26,3758;10354;12211;440450000031;Piazza dell'Aquila,1;894784,038112674;4763495,05173767;894697,6827;4763298,5615;1;283
Centro;ITI3;ITI34;11;44;11044054;44054;44054;44054;G005;Offida;1119;ASCOLI PICENO;0;49,6033;5327;5215;440540000002;Corso Serpente Aureo,66;882950,678946549;4764506,07687587;882864,4203;4764309,591;65;441
Centro;ITI3;ITI34;11;44;11044056;44056;44056;44056;G289;Palmiano;1120;COMUNANZA;0;12,6979;222;214;440560000006;Piazza Umberto I,5;864115,504093859;4759482,59085268;864029,393;4759286,165;353;773
Centro;ITI3;ITI34;11;44;11044063;44063;44063;44063;H321;Ripatransone;1121;SAN BENEDETTO DEL TRONTO;0;74,2785;4356;4341;440630000002;Piazza XX Settembre,1;888312,352164073;4772047,41098675;888226,0582;4771850,8583;28;492
Centro;ITI3;ITI34;11;44;11044064;44064;44064;44064;H390;Roccafluvione;1119;ASCOLI PICENO;0;60,6329;2195;2061;440640000002;Piazza Aldo Moro,4;865701,288934788;4755328,33904966;865615,1607;4755131,9453;205;1131
Centro;ITI3;ITI34;11;44;11044065;44065;44065;44065;H588;Rotella;1120;COMUNANZA;0;27,4377;1000;936;440650000001;Via Umberto I,11;872142,702145724;4766063,50016653;872056,5325;4765867,0128;254;1104
Centro;ITI3;ITI34;11;44;11044066;44066;44066;44066;H769;San Benedetto del Tronto;1121;SAN BENEDETTO DEL TRONTO;1;25,4067;45054;46963;440660000233;Viale Alcide De Gasperi,124;898483,030700598;4766332,02522512;898396,6484;4766135,508;0;282
Centro;ITI3;ITI34;11;44;11044071;44071;44071;44071;I912;Spinetoli;1119;ASCOLI PICENO;0;12,5837;5874;7108;440710000001;Piazza Giacomo Leopardi,31;889890,24188345;4759787,04471044;889803,9221;4759590,5898;22;207
Centro;ITI3;ITI34;11;44;11044073;44073;44073;44073;L728;Venarotta;1119;ASCOLI PICENO;0;30,2101;2270;2146;440730000034;Via Euste Nardi,39;867021,722104053;4757617,37674735;866935,5855;4757420,9631;176;754
Centro;ITI1;ITI11;9;45;9045001;45001;45001;45001;A496;Aulla;713;LA SPEZIA;0;59,9882;10178;11284;450010000004;Piazza Antonio Gramsci,1;577431,376;4895777,6878;577347,624012638;4895580,34546137;20;665
Centro;ITI1;ITI11;9;45;9045002;45002;45002;45002;A576;Bagnone;903;PONTREMOLI;0;73,9362;2022;1926;450020000051;Piazza Guglielmo Marconi,7;579387,7003;4907581,6145;579303,935573052;4907384,17983262;135;1858
Centro;ITI1;ITI11;9;45;9045003;45003;45003;45003;B832;Carrara;901;CARRARA;1;71,0122;65034;64689;450030000001;Piazza Ii Giugno,1;587903,3824;4881240,3367;587819,545590026;4881043,10579191;0;1588
Centro;ITI1;ITI11;9;45;9045004;45004;45004;45004;B979;Casola in Lunigiana;713;LA SPEZIA;0;41,5419;1231;1003;450040000001;Via Casola,32;594027,1414;4895086,2842;593943,260182436;4894888,9435023;199;1725
Centro;ITI1;ITI11;9;45;9045005;45005;45005;45005;C914;Comano;713;LA SPEZIA;0;53,8345;799;755;450050000006;Via Roma,17;590616,4732;4905709,5891;590532,621054169;4905512,16647333;283;1895
Centro;ITI1;ITI11;9;45;9045006;45006;45006;45006;D590;Filattiera;903;PONTREMOLI;0;48,779;2474;2361;450060000001;Via Santa Maria,7;574777,951;4909292,5048;574694,222316227;4909095,05777449;140;1851
Centro;ITI1;ITI11;9;45;9045007;45007;45007;45007;D629;Fivizzano;713;LA SPEZIA;0;181,1827;9174;8267;450070000001;Via Umberto I,27;589746,9046;4899013,5451;589663,057606525;4898816,17481013;71;1895
Centro;ITI1;ITI11;9;45;9045008;45008;45008;45008;D735;Fosdinovo;713;LA SPEZIA;0;48,6266;4379;4971;450080000001;Via Roma,4;581601,4338;4887500,4704;581517,647595086;4887303,19186637;19;900
Centro;ITI1;ITI11;9;45;9045009;45009;45009;45009;E574;Licciana Nardi;713;LA SPEZIA;0;55,6785;4887;4955;450090000001;Piazza del Municipio,1;582976,4273;4902026,552;582892,633559929;4901829,15977919;54;1833
Centro;ITI1;ITI11;9;45;9045010;45010;45010;45010;F023;Massa;902;MASSA;1;93,8375;66769;68856;450100000005;Via Porta Fabbrica,1;591565,4211;4876784,7846;591481,554588383;4876587,58778662;0;1876
Centro;ITI1;ITI11;9;45;9045011;45011;45011;45011;F679;Montignoso;902;MASSA;0;16,739;10023;10226;450110000001;Via Fondaccio,11;594378,8635;4874758,2632;594294,974460477;4874561,0816137;0;1086
Centro;ITI1;ITI11;9;45;9045012;45012;45012;45012;F802;Mulazzo;903;PONTREMOLI;0;62,506;2565;2566;450120000006;Via della Liberazione,10;572413,7072;4908197,8079;572329,996609686;4908000,36983705;79;1112
Centro;ITI1;ITI11;9;45;9045013;45013;45013;45013;G746;Podenzana;713;LA SPEZIA;0;17,1038;1819;2142;450130000001;Via Chiesa,1;575283,457;4895422,817;575199,721646296;4895225,47786355;42;636
Centro;ITI1;ITI11;9;45;9045014;45014;45014;45014;G870;Pontremoli;903;PONTREMOLI;1;182,4756;8252;7633;450140000002;Piazza della Repubblica,1;570423,1106;4914366,3164;570339,416569955;4914168,83082844;168;1831
