RIPARTIZIONE;COD_NUTS2_2010;COD_NUTS3_2010;COD_REG;COD_PRO;COD_ISTAT;PRO_COM;PRO_COM_103;PRO_COM_107;CODICE_CATASTALE;NOME;COD_SLL_2011;NOME_SLL_2011;CAPOL_SLL_2011;SUPERFICIE (in KMQ);POP_2001;POP_2011;SEZ2011;INDIRIZZO;X_ED50_32N;Y_ED50_32N;X_WGS84_32N;Y_WGS84_32N;ALTITUDINE_MINIMA;ALTITUDINE_MASSIMA
Nord-ovest;ITC1;ITC11;1;1;1001119;1119;1119;1119;E203;Grosso;106;TORINO;0;4,3297;988;1040;11190000001;Piazza IV Novembre,13;386831,484;5012641,7198;386749,179096562;5012443,47396946;386;478
Nord-ovest;ITC1;ITC11;1;1;1001120;1120;1120;1120;E216;Grugliasco;106;TORINO;0;13,1323;38725;37194;11200000072;Piazza Giacomo Matteotti,50;388112,4147;4991032,0662;388030,106500482;4990833,98334815;253;308
Nord-ovest;ITC1;ITC11;1;1;1001121;1121;1121;1121;E301;Ingria;104;RIVAROLO CANAVESE;0;14,7508;61;49;11210000001;Via Capoluogo,2;388361,9693;5035943,2899;388279,646312598;5035744,87064231;637;2703
Nord-ovest;ITC1;ITC11;1;1;1001122;1122;1122;1122;E311;Inverso Pinasca;103;PINEROLO;0;8,0294;659;741;11220000001;Piazza Libertà,1;359343,6738;4978834,4886;359261,586432142;4978636,4886181;493;1658
Nord-ovest;ITC1;ITC11;1;1;1001123;1123;1123;1123;E345;Isolabella;101;CHIERI;0;4,7717;398;393;11230000001;Piazza Camillo Benso Conte di Cavour,1;413976,603;4973356,4655;413894,104124688;4973158,52305802;249;274
Nord-ovest;ITC1;ITC11;1;1;1001124;1124;1124;1124;E368;Issiglio;102;IVREA;0;5,5043;402;425;11240000001;Via Municipio,2;402657,6603;5033540,4557;402575,231995923;5033342,05813691;445;906
Nord-ovest;ITC1;ITC11;1;1;1001125;1125;1125;1125;E379;Ivrea;102;IVREA;1;30,108;23536;23592;11250000004;Piazza Vittorio Emanuele I,1;412212,9302;5035553,0446;412130,430523041;5035354,63427856;221;353
Nord-ovest;ITC1;ITC11;1;1;1001126;1126;1126;1126;E394;La Cassa;106;TORINO;0;12,0355;1326;1781;11260000002;Piazza XXV Aprile,6;383736,8681;5004413,8499;383654,588681058;5004215,66489803;290;1075
Nord-ovest;ITC1;ITC11;1;1;1001127;1127;1127;1127;E423;La Loggia;106;TORINO;0;12,7931;6485;8631;11270000011;Via Leonardo Bistolfi,47;394998,1735;4979199,2329;394915,816719344;4979001,24151333;218;232
Nord-ovest;ITC1;ITC11;1;1;1001128;1128;1128;1128;E445;Lanzo Torinese;106;TORINO;0;10,2877;5141;5150;11280000014;Via San Giovanni Bosco,33;380586,4834;5014529,4338;380504,224498642;5014331,17202446;416;1000
Nord-ovest;ITC1;ITC11;1;1;1001129;1129;1129;1129;E484;Lauriano;106;TORINO;0;14,2902;1398;1493;11290000011;Via Giuseppe Mazzini,20;420830,0583;5001245,645;420747,501778247;5001047,49322235;159;450
Nord-ovest;ITC1;ITC11;1;1;1001130;1130;1130;1130;E518;Leini;106;TORINO;0;31,9;11946;15320;11300000006;Piazza Vittorio Emanuele II,1;399137,7968;5004384,9637;399055,402149864;5004186,78329157;219;295
Nord-ovest;ITC1;ITC11;1;1;1001131;1131;1131;1131;E520;Lemie;106;TORINO;0;45,676;218;189;11310000001;Via Roma,3;366071,24;5009956,3941;365989,091046681;5009758,16178635;828;2906
Nord-ovest;ITC1;ITC11;1;1;1001132;1132;1132;1132;E551;Lessolo;102;IVREA;0;7,9367;1956;1982;11320000002;Via Cesare Battisti,3;407402,2553;5036729,7618;407319,790954573;5036531,34167087;243;518
Nord-ovest;ITC1;ITC11;1;1;1001133;1133;1133;1133;E566;Levone;104;RIVAROLO CANAVESE;0;5,3913;491;439;11330000001;Piazza Giovanni Giacoletto,2;390815,771;5019432,2827;390733,43440205;5019233,98718687;317;925
Nord-ovest;ITC1;ITC11;1;1;1001134;1134;1134;1134;E635;Locana;104;RIVAROLO CANAVESE;0;132,5194;1806;1601;11340000001;Via Roma;379689,2821;5030624,6316;379607,024928661;5030426,24926249;515;3655
Nord-ovest;ITC1;ITC11;1;1;1001135;1135;1135;1135;E660;Lombardore;106;TORINO;0;12,7159;1511;1706;11350000001;Piazza Silvio Lurgo,1;400890,19;5010110,0315;400807,780682345;5009911,8084711;211;306
Nord-ovest;ITC1;ITC11;1;1;1001136;1136;1136;1136;E661;Lombriasco;120;SAVIGLIANO;0;7,2097;1004;1056;11360000001;Via Ponte Cesare,13;392264,9163;4966457,7651;392182,583665357;4966259,86970835;236;242
Nord-ovest;ITC1;ITC11;1;1;1001137;1137;1137;1137;E683;Loranzè;102;IVREA;0;4,1915;1003;1126;11370000002;Piazza della Libertà,1;407084,7606;5032964,6762;407002,299627178;5032766,28403069;236;549
Nord-ovest;ITC1;ITC11;1;1;1001138;1138;1138;1138;E727;Lugnacco;102;IVREA;0;4,8836;338;379;11380000001;Via Umberto I;404724,9283;5033269,3293;404642,484674272;5033070,93427217;239;1979
Nord-ovest;ITC1;ITC11;1;1;1001139;1139;1139;1139;E758;Luserna San Giovanni;103;PINEROLO;0;17,7416;7866;7531;11390000001;Via Roma,31;361377,5758;4964018,9163;361295,478385119;4963821,02964956;409;1364
Nord-ovest;ITC1;ITC11;1;1;1001140;1140;1140;1140;E759;Lusernetta;103;PINEROLO;0;7,0399;496;524;11400000001;Piazza Santonio,11 Bis;361700,4641;4962683,2562;361618,364713272;4962485,37981007;433;1003
Nord-ovest;ITC1;ITC11;1;1;1001141;1141;1141;1141;E763;Lusigliè;104;RIVAROLO CANAVESE;0;5,2586;536;556;11410000001;Via Camillo Benso Conte di Cavour,9;403401,4496;5019278,3012;403319,019282253;5019080,01018321;240;271
Nord-ovest;ITC1;ITC11;1;1;1001142;1142;1142;1142;E782;Macello;103;PINEROLO;0;14,1406;1153;1238;11420000001;Via Vigone,1;373714,2191;4967860,33;373632,026779092;4967662,41825199;276;320
Nord-ovest;ITC1;ITC11;1;1;1001143;1143;1143;1143;E817;Maglione;108;SANTHIÀ;0;6,313;488;468;11430000001;Piazza XX Settembre,4;422665,5002;5022250,3117;422582,925657935;5022052,00281627;245;376
Nord-ovest;ITC1;ITC11;1;1;1001144;1144;1144;1144;E941;Marentino;101;CHIERI;0;11,2595;1190;1383;11440000002;Via Roma,24;411373,2746;4990209,5021;411290,791459048;4990011,43153488;289;450
Nord-ovest;ITC1;ITC11;1;1;1001145;1145;1145;1145;F041;Massello;103;PINEROLO;0;38,2593;74;58;11450000001;Borgata Roberso,1;346779,2386;4980382,8701;346697,245501817;4980184,85355376;1035;3020
Nord-ovest;ITC1;ITC11;1;1;1001146;1146;1146;1146;F053;Mathi;106;TORINO;0;7,0707;3970;3985;11460000003;Via Domenico Borla,21;385630,5554;5012693,793;385548,25940411;5012495,54648279;384;850
Nord-ovest;ITC1;ITC11;1;1;1001147;1147;1147;1147;F058;Mattie;105;SUSA;0;28,6946;702;707;11470000002;Via Roma,4;351598,3514;4998068,9528;351516,315066989;4997870,8046307;507;2812
Nord-ovest;ITC1;ITC11;1;1;1001148;1148;1148;1148;F067;Mazzè;102;IVREA;0;27,3428;3973;4152;11480000023;Piazza della Repubblica,2;416738,2496;5016862,6933;416655,720419892;5016664,42344083;188;345
Nord-ovest;ITC1;ITC11;1;1;1001149;1149;1149;1149;F074;Meana di Susa;105;SUSA;0;16,5442;921;880;11490000002;Piazza Europa,1;348142,1282;4998376,0498;348060,11772304;4998177,89796846;481;2756
Nord-ovest;ITC1;ITC11;1;1;1001150;1150;1150;1150;F140;Mercenasco;102;IVREA;0;12,6385;1186;1267;11500000002;Piazza Martiri della Libertà,4;412560,3287;5023413,0407;412477,829237628;5023214,72098499;224;424
Nord-ovest;ITC1;ITC11;1;1;1001151;1151;1151;1151;F164;Meugliano;102;IVREA;0;4,4421;109;93;11510000001;Via Provinciale,2;404670,0131;5038316,8128;404587,568720861;5038118,38018718;592;1988
Nord-ovest;ITC1;ITC11;1;1;1001152;1152;1152;1152;F182;Mezzenile;106;TORINO;0;29,0876;900;834;11520000002;Via Murasse,18;374230,4349;5016884,8174;374148,222680985;5016686,53597023;533;2343
Nord-ovest;ITC1;ITC11;1;1;1001153;1153;1153;1153;F315;Mombello di Torino;101;CHIERI;0;4,0825;395;411;11530000001;Via Castello,4;414995,1479;4988870,7242;414912,637801247;4988672,66448905;275;376
Nord-ovest;ITC1;ITC11;1;1;1001154;1154;1154;1154;F318;Mompantero;105;SUSA;0;30,3337;668;651;12700000016;Via Giulio Bolaffi,1;347393,6491;5000525,179;347311,643363737;5000327,01073623;466;3499
Nord-ovest;ITC1;ITC11;1;1;1001155;1155;1155;1155;F327;Monastero di Lanzo;106;TORINO;0;17,6556;428;381;11550000001;Frazione Capoluogo,43;377708,8541;5017818,9929;377626,615677117;5017620,70555282;581;2250
Nord-ovest;ITC1;ITC11;1;1;1001156;1156;1156;1156;F335;Moncalieri;106;TORINO;0;47,5295;53350;55875;11560000002;Piazza Vittorio Emanuele II,1;396461,4426;4984092,002;396379,073417066;4983893,97385422;194;704
Nord-ovest;ITC1;ITC11;1;1;1001157;1157;1157;1157;D553;Moncenisio;105;SUSA;0;4,5008;46;42;11570000001;Piazza Chiavanna,1;341724,4512;5007931,8696;341642,485038189;5007733,64339984;1177;2180
Nord-ovest;ITC1;ITC11;1;1;1001158;1158;1158;1158;F407;Montaldo Torinese;101;CHIERI;0;4,6568;589;749;11580000001;Via Trinità,17;409619,9208;4991163,009;409537,45071383;4990964,93080325;284;439
Nord-ovest;ITC1;ITC11;1;1;1001159;1159;1159;1159;F411;Montalenghe;102;IVREA;0;6,4682;890;1030;11590000001;Via Camillo Benso Conte di Cavour,2;409184,2272;5021321,1551;409101,753300561;5021122,85021159;279;436
Nord-ovest;ITC1;ITC11;1;1;1001160;1160;1160;1160;F420;Montalto Dora;102;IVREA;0;7,3568;3465;3450;11600000001;Piazza IV Novembre,5;411304,4832;5038614,4018;411221,989594957;5038415,96862154;229;504
Nord-ovest;ITC1;ITC11;1;1;1001161;1161;1161;1161;F422;Montanaro;106;TORINO;0;20,9039;5274;5375;11610000001;Via Giacomo Matteotti,13;410034,6658;5009660,8096;409952,188301263;5009462,59217195;195;237
Nord-ovest;ITC1;ITC11;1;1;1001162;1162;1162;1162;F651;Monteu da Po;106;TORINO;0;7,3897;828;901;11620000001;Via Municipio,3;422636,1408;5000344,1805;422553,570926511;5000146,03594352;161;327
Nord-ovest;ITC1;ITC11;1;1;1001163;1163;1163;1163;F733;Moriondo Torinese;101;CHIERI;0;6,4896;763;820;11630000001;Piazza Vittorio Veneto,1;416914,5224;4988030,1233;416831,998100225;4987832,07043521;240;350
Nord-ovest;ITC1;ITC11;1;1;1001164;1164;1164;1164;F889;Nichelino;106;TORINO;0;20,563;47791;47851;11640000026;Piazza di Vittorio,1;393465,6875;4983504,049;393383,341131877;4983306,02450188;214;251
Nord-ovest;ITC1;ITC11;1;1;1001165;1165;1165;1165;F906;Noasca;104;RIVAROLO CANAVESE;0;78,0517;202;169;11650000007;Via Umberto I,1;368215,5523;5034862,3164;368133,378913671;5034663,89892387;825;4030
Nord-ovest;ITC1;ITC11;1;1;1001166;1166;1166;1166;F925;Nole;106;TORINO;0;11,3532;6242;6910;11660000010;Via Torino,127;387867,8529;5011386,351;387785,540597297;5011188,11492909;343;478
Nord-ovest;ITC1;ITC11;1;1;1001167;1167;1167;1167;F927;Nomaglio;102;IVREA;0;3,0743;333;312;11670000001;Via Roma,6;411051,3036;5043235,9667;410968,810847603;5043037,49912315;350;1433
Nord-ovest;ITC1;ITC11;1;1;1001168;1168;1168;1168;F931;None;106;TORINO;0;24,6425;7761;7998;11680000002;Piazza Camillo Benso Conte di Cavour,9;384974,3091;4976664,289;384892,028726141;4976466,31386713;236;261
Nord-ovest;ITC1;ITC11;1;1;1001169;1169;1169;1169;F948;Novalesa;105;SUSA;0;28,5546;549;560;11690000001;Via Susa,19;344118,9937;5005910,2484;344037,010429581;5005712,03833679;653;3522
Nord-ovest;ITC1;ITC11;1;1;1001170;1170;1170;1170;G010;Oglianico;104;RIVAROLO CANAVESE;0;6,3031;1291;1426;11700000001;Via Roma,1;397666,5055;5022035,8561;397584,117224916;5021837,54301044;249;342
Nord-ovest;ITC1;ITC11;1;1;1001171;1171;1171;1171;G087;Orbassano;106;TORINO;0;22,2082;21581;22537;11710000001;Piazza Umberto I,5;384786,186;4984970,8486;384703,904591591;4984772,81056079;233;286
Nord-ovest;ITC1;ITC11;1;1;1001172;1172;1172;1172;G109;Orio Canavese;102;IVREA;0;7,1542;781;829;11720000002;Piazza Tapparo,1;410771,4705;5020272,5111;410688,984966569;5020074,21441616;274;430
Nord-ovest;ITC1;ITC11;1;1;1001173;1173;1173;1173;G151;Osasco;103;PINEROLO;0;5,4886;944;1124;11730000001;Piazza Resistenza,1;369156,7266;4967762,2961;369074,568911847;4967564,38355151;319;354
Nord-ovest;ITC1;ITC11;1;1;1001174;1174;1174;1174;G152;Osasio;120;SAVIGLIANO;0;4,5772;738;913;11740000001;Piazza Castello,13;390085,2497;4969590,5435;390002,932741412;4969392,62373642;239;243
Nord-ovest;ITC1;ITC11;1;1;1001175;1175;1175;1175;G196;Oulx;105;SUSA;0;99,7872;2657;3160;11750000001;Piazza Aldo Garambois,1;329320,4906;4988908,4386;329238,625463285;4988710,35032024;999;3205
Nord-ovest;ITC1;ITC11;1;1;1001176;1176;1176;1176;G202;Ozegna;104;RIVAROLO CANAVESE;0;5,4059;1172;1235;11760000001;Via del Municipio,7;401625,4956;5022689,3389;401543,077598878;5022491,02199654;276;306
Nord-ovest;ITC1;ITC11;1;1;1001177;1177;1177;1177;G262;Palazzo Canavese;102;IVREA;0;5,082;782;843;11770000001;Via Vittorio Emanuele II,1;420180,8202;5034478,7605;420098,261724237;5034280,35991518;231;553
Nord-ovest;ITC1;ITC11;1;1;1001178;1178;1178;1178;G303;Pancalieri;120;SAVIGLIANO;0;15,8881;1884;1985;11780000003;Piazza Vittorio Emanuele II,3;388480,1203;4965285,8713;388397,816729174;4965087,98381113;237;250
Nord-ovest;ITC1;ITC11;1;1;1001179;1179;1179;1179;G330;Parella;102;IVREA;0;2,6886;473;468;11790000001;Piazza G. Barattia,1;405512,3961;5031627,3396;405429,946988329;5031428,95695392;243;496
Nord-ovest;ITC1;ITC11;1;1;1001180;1180;1180;1180;G387;Pavarolo;101;CHIERI;0;4,4057;920;1119;11800000001;Via Barbacana,12;408353,7472;4991465,7472;408271,286472759;4991267,66639427;287;476
Nord-ovest;ITC1;ITC11;1;1;1001181;1181;1181;1181;G392;Pavone Canavese;102;IVREA;0;11,5402;3776;3890;11810000002;Piazza del Municipio,1;410444,8343;5032141,3721;410362,348454834;5031942,98683546;223;360
Nord-ovest;ITC1;ITC11;1;1;1001182;1182;1182;1182;G396;Pecco;102;IVREA;0;1,568;224;209;11820000001;Via Roma,7;404411,7383;5034097,872;404329,296785665;5033899,47071901;526;1320
Nord-ovest;ITC1;ITC11;1;1;1001183;1183;1183;1183;G398;Pecetto Torinese;101;CHIERI;0;9,1732;3690;3877;11830000004;Via Re Umberto I,3;401494,3686;4986082,7199;401411,960927373;4985884,67814972;269;712
Nord-ovest;ITC1;ITC11;1;1;1001184;1184;1184;1184;G463;Perosa Argentina;103;PINEROLO;0;26,091;3731;3405;11840000004;Piazza Europa,3;357509,3262;4980083,1742;357427,252231817;4979885,16405156;567;2204
Nord-ovest;ITC1;ITC11;1;1;1001185;1185;1185;1185;G462;Perosa Canavese;102;IVREA;0;4,7081;559;556;11850000001;Piazza del Municipio,1;408449,6959;5027935,9938;408367,22594575;5027737,63937942;228;359
Nord-ovest;ITC1;ITC11;1;1;1001186;1186;1186;1186;G465;Perrero;103;PINEROLO;0;63,1839;773;723;11860000020;Piazza Umberto I,10;351374,625;4977928,607;351292,598207795;4977730,61092258;614;2814
Nord-ovest;ITC1;ITC11;1;1;1001187;1187;1187;1187;G477;Pertusio;104;RIVAROLO CANAVESE;0;4,0042;699;773;11870000001;Via Forneris,2;393454,692;5023309,3616;393372,334707956;5023111,03791237;335;704
Nord-ovest;ITC1;ITC11;1;1;1001188;1188;1188;1188;G505;Pessinetto;106;TORINO;0;5,3499;607;607;11880000001;Via Roma,58;374840,0993;5016665,905;374757,882592782;5016467,62542139;534;1140
Nord-ovest;ITC1;ITC11;1;1;1001189;1189;1189;1189;G559;Pianezza;106;TORINO;0;16,4636;11236;14169;11890000001;Piazza Leuman,1;385713,7654;4995354,3809;385631,473943714;4995156,26469408;270;344
Nord-ovest;ITC1;ITC11;1;1;1001190;1190;1190;1190;G672;Pinasca;103;PINEROLO;0;34,7188;2952;3049;11900000001;Via Nazionale,19;360256,275;4978306,8097;360174,180877342;4978108,81397308;498;2107
Nord-ovest;ITC1;ITC11;1;1;1001191;1191;1191;1191;G674;Pinerolo;103;PINEROLO;1;50,3384;33494;34854;11910000001;Piazza Vittorio Veneto,1;368360,8308;4971986,0885;368278,677610362;4971788,14360995;290;1364
Nord-ovest;ITC1;ITC11;1;1;1001192;1192;1192;1192;G678;Pino Torinese;101;CHIERI;0;21,8199;8234;8481;11920000001;Piazza del Municipio,8;403383,5399;4988716,2702;403301,117319179;4988518,20885672;297;630
Nord-ovest;ITC1;ITC11;1;1;1001193;1193;1193;1193;G684;Piobesi Torinese;106;TORINO;0;19,6491;3232;3713;11930000002;Corso Italia,9;390553,8988;4976649,0478;390471,576262411;4976451,07453112;234;242
Nord-ovest;ITC1;ITC11;1;1;1001194;1194;1194;1194;G691;Piossasco;106;TORINO;0;40,1465;16138;18186;11940000001;Piazza Tenente L. Nicola,4;378904,2002;4983264,7485;378821,963693592;4983066,72163633;259;891
Nord-ovest;ITC1;ITC11;1;1;1001195;1195;1195;1195;G705;Piscina;103;PINEROLO;0;9,9036;3146;3450;11950000001;Via Umberto I,69;375845,1018;4975407,1296;375762,890854397;4975209,16131033;264;309
Nord-ovest;ITC1;ITC11;1;1;1001196;1196;1196;1196;G719;Piverone;102;IVREA;0;11,0345;1262;1378;11960000001;Piazza Guglielmo Marconi,1;422438,7441;5033346,6261;422356,169141208;5033148,23444971;228;525
Nord-ovest;ITC1;ITC11;1;1;1001197;1197;1197;1197;G777;Poirino;101;CHIERI;0;75,6198;8962;10220;11970000001;Via Cesare Rossi,5;408817,1057;4975044,9932;408734,645394043;4974847,03677765;234;300
Nord-ovest;ITC1;ITC11;1;1;1001198;1198;1198;1198;G805;Pomaretto;103;PINEROLO;0;8,5612;1084;1068;11980000002;Piazza della Libertà,1;356699,8492;4979764,1888;356617,781435769;4979566,18078113;568;1678
Nord-ovest;ITC1;ITC11;1;1;1001199;1199;1199;1199;G826;Pont-Canavese;104;RIVAROLO CANAVESE;0;19,0611;3778;3676;11990000008;Via Guglielmo Marconi,12;390048,5936;5030850,1292;389966,259509815;5030651,74827852;415;1877
Nord-ovest;ITC1;ITC11;1;1;1001200;1200;1200;1200;G900;Porte;103;PINEROLO;0;4,4477;940;1113;12000000001;Via Nazionale,102;363306,0174;4972117,5679;363223,902515607;4971919,62025082;400;1029
Nord-ovest;ITC1;ITC11;1;1;1001201;1201;1201;1201;G973;Pragelato;103;PINEROLO;0;89,203;448;724;12010000007;Piazza del Municipio,2;337949,0602;4987016,1869;337867,130911861;4986818,11664932;1441;3262
Nord-ovest;ITC1;ITC11;1;1;1001202;1202;1202;1202;G978;Prali;103;PINEROLO;0;72,6103;312;272;12020000003;Località Ghigo,2;346023,7776;4972825,6263;345941,793153393;4972627,66678919;984;3050
Nord-ovest;ITC1;ITC11;1;1;1001203;1203;1203;1203;G979;Pralormo;101;CHIERI;0;29,8459;1801;1945;12030000001;Via Umberto I,11;413229,1951;4968334,9006;413146,703016002;4968136,99620156;265;350
Nord-ovest;ITC1;ITC11;1;1;1001204;1204;1204;1204;G982;Pramollo;103;PINEROLO;0;22,4788;258;242;12040000004;Borgata Lussie,1;358902,732;4974104,9923;358820,649717711;4973907,02802458;582;2200
Nord-ovest;ITC1;ITC11;1;1;1001205;1205;1205;1205;G986;Prarostino;103;PINEROLO;0;10,5054;1224;1289;12050000002;Piazza della Libertà,15;363391,6938;4969701,3219;363309,579071279;4969503,39269706;429;1300
Nord-ovest;ITC1;ITC11;1;1;1001206;1206;1206;1206;G988;Prascorsano;104;RIVAROLO CANAVESE;0;6,242;756;781;12060000001;Via Villa,1;391679,1306;5024924,0339;391596,786002851;5024725,69756266;360;1199
Nord-ovest;ITC1;ITC11;1;1;1001207;1207;1207;1207;G997;Pratiglione;104;RIVAROLO CANAVESE;0;7,8804;601;548;12070000001;Via Roma,1;390115,7089;5023394,369;390033,376396691;5023196,04371701;356;1965
Nord-ovest;ITC1;ITC11;1;1;1001208;1208;1208;1208;H100;Quagliuzzo;102;IVREA;0;2,038;321;331;12080000001;Via Provinciale,14;404787,57;5031250,4285;404705,126448759;5031052,04848647;274;554
Nord-ovest;ITC1;ITC11;1;1;1001209;1209;1209;1209;H120;Quassolo;102;IVREA;0;3,956;403;359;12090000001;Piazza Municipio,1;408907,9372;5042128,037;408825,460491702;5041929,5771134;251;1135
Nord-ovest;ITC1;ITC11;1;1;1001210;1210;1210;1210;H127;Quincinetto;102;IVREA;0;17,7874;1080;1048;12100000002;Via Val,5;406881,6256;5046144,498;406799,162857436;5045946,00792968;269;2513
Nord-ovest;ITC1;ITC11;1;1;1001211;1211;1211;1211;H207;Reano;106;TORINO;0;6,6659;1437;1689;12110000001;Piazza XX Settembre,1;376418,4311;4990092,1215;376336,211050505;4989894,04221315;393;640
Nord-ovest;ITC1;ITC11;1;1;1001212;1212;1212;1212;H270;Ribordone;104;RIVAROLO CANAVESE;0;43,6008;84;67;12120000001;Piazza del Municipio,1;382939,6997;5032187,6715;382857,41800333;5031989,27864048;739;3200
Nord-ovest;ITC1;ITC11;1;1;1001213;1213;1213;1213;H333;Rivalba;106;TORINO;0;10,8335;966;1159;12130000001;Via Roma,1;412546,0732;4996948,9981;412463,579804692;4996750,87692171;228;572
Nord-ovest;ITC1;ITC11;1;1;1001214;1214;1214;1214;H335;Rivalta di Torino;106;TORINO;0;25,108;17565;19245;12140000003;Via Candido Balma,5;383765,0944;4988046,6752;383682,819831138;4987848,61358415;260;406
Nord-ovest;ITC1;ITC11;1;1;1001215;1215;1215;1215;H337;Riva presso Chieri;101;CHIERI;0;35,8323;3833;4207;12150000003;Piazza della Parrocchia,4;410936,8051;4982246,34;410854,327089841;4982048,32952845;247;279
Nord-ovest;ITC1;ITC11;1;1;1001216;1216;1216;1216;H338;Rivara;104;RIVAROLO CANAVESE;0;12,584;2687;2666;12160000025;Corso Carlo Ogliani,9;392344,512;5020985,2567;392262,163619867;5020786,94996755;288;692
Nord-ovest;ITC1;ITC11;1;1;1001217;1217;1217;1217;H340;Rivarolo Canavese;104;RIVAROLO CANAVESE;1;32,2464;11976;12356;12170000013;Via Ivrea,60;400193,7505;5020909,4432;400111,343722669;5020711,13915928;230;328
Nord-ovest;ITC1;ITC11;1;1;1001218;1218;1218;1218;H344;Rivarossa;106;TORINO;0;10,8735;1427;1626;12180000002;Via Filiberto Frescot,21;399421,0623;5011863,5273;399338,663551984;5011665,29084803;224;330
Nord-ovest;ITC1;ITC11;1;1;1001219;1219;1219;1219;H355;Rivoli;106;TORINO;0;29,5002;49792;48632;12190000072;Corso Francia,98;384676,7695;4992039,8976;384594,486795692;4991841,80611845;277;525
Nord-ovest;ITC1;ITC11;1;1;1001220;1220;1220;1220;H367;Robassomero;106;TORINO;0;8,5757;3028;2976;12200000001;Via Paolo Braccini,7;387781,9589;5006370,026;387699,648692511;5006171,82749408;286;403
Nord-ovest;ITC1;ITC11;1;1;1001221;1221;1221;1221;H386;Rocca Canavese;106;TORINO;0;14,1914;1635;1754;12210000002;Via Levone,20;388654,0087;5018503,5884;388571,688452225;5018305,29926715;350;1350
Nord-ovest;ITC1;ITC11;1;1;1001222;1222;1222;1222;H498;Roletto;103;PINEROLO;0;9,704;1994;1989;12220000001;Via Costa,1;368342,2437;4976200,025;368260,08916039;4976002,04808712;321;1006
Nord-ovest;ITC1;ITC11;1;1;1001223;1223;1223;1223;H511;Romano Canavese;102;IVREA;0;11,2108;2943;2937;12230000004;Piazza Ruggia;411465,5978;5027246,8321;411383,105649188;5027048,48352221;221;300
Nord-ovest;ITC1;ITC11;1;1;1001224;1224;1224;1224;H539;Ronco Canavese;104;RIVAROLO CANAVESE;0;96,2722;377;313;12240000001;Piazza del Municipio,1;386459,3961;5039660,1589;386377,086071321;5039461,71147374;747;3415
Nord-ovest;ITC1;ITC11;1;1;1001225;1225;1225;1225;H547;Rondissone;108;SANTHIÀ;0;10,6879;1655;1834;12250000002;Via Cesare Battisti,1;418923,7455;5011084,4146;418841,201226471;5010886,18848108;178;225
Nord-ovest;ITC1;ITC11;1;1;1001226;1226;1226;1226;H554;Rorà;103;PINEROLO;0;12,4076;259;255;12260000001;Via Duca Amedeo,18;357583,4742;4961655,0063;357501,406510521;4961457,13623554;629;2154
Nord-ovest;ITC1;ITC11;1;1;1001227;1227;1227;1227;H555;Roure;103;PINEROLO;0;59,3741;966;888;12270000001;Regione Balma,1;352628,0731;4984971,5229;352546,034123144;4984773,47385431;721;2840
Nord-ovest;ITC1;ITC11;1;1;1001228;1228;1228;1228;H583;Rosta;106;TORINO;0;9,0651;3626;4621;12280000005;Piazza Vittorio Emanuele,1;379169,8691;4992230,024;379087,627817601;4992031,92938598;323;527
